item,text
R59,"Sensor (temperature, humidity, contact sensor , power state) shall have a minimum data acquisition rate of 10 Hz."
R60,An environmental sensor or controller device shall have to be within
R61,"The DigitalHome System must be highly reliabl e with no more than 1 failure per 10,000 hours of operation."
R62,The Digital Home System shall incorporate bac kup and recovery mechanisms.
R63,"access, or other software or hardware failure), the system recovery mechanism shall restore system data (configuration, default parameter settings, planning, and usage data) from the most recent backup."
R64,"All DigitalHome operations shall incorporate exception handling so that the system responds to a user with a clear, descriptive message when an error or an exceptional condition occurs."
R65,"Upon installation, a DigitalHome user account shall be established."
R66,"The DigitalHome web system shall provide for authentication and information encryption through a recognized reliable and effective security technology, such as Transport Layer Security."
R67,Log in to an account shall require entry of a n account name and a password.
R68,The development of the DH system shall use me thods and techniques such as the following to support system maintenance:
R69,"“prototype” version, all modules and components of this prototype version shall be designed and implemented in such a manner that it may be incorporated in a fully specified commercial version of the DigitalHome System."
R70,"Architectural Design Specification, Module Detailed Design, Module Source Code, and all Test Plans) shall be up-to-date, use the Homeowner document format [HO2305] and reside in the HomeOwner Document Archive at completion of the project."
R71,Exceptions to this rule must be approved by the CIO.
R72,The DigitalHome System shall provide users wi th online documentation about the DigitalHome system installed in their home.
R73,The user documentation shall include the following:
R74,This shall include information on limitations and constraints on parameter settings and sensor reading accuracy.
