item,text
R50,"b Before authomatic transition to Shunting, ETCS shall request confirmation from the driver. (M)"
R51,a ETCS shall supervise Shunting operation to a permitted national speed value. (M)
R52,b The supervised Shunting speed shall be indicated to the driver on request (M)
R53,"It shall be possible to apply the train trip function, i f the shunting movement passes a signal showing ""danger for shunting"". (M)"
R54,a Exit from Shunting shall only be possible when the train is stationary. (M)
R55,b Exit from Shunting shall take place when the driver selects exit from shunting. (M)
R56,"Partial Supervision shall be selected either by the Driver, or by information received from track-to-train transmission. (M)"
R57,a If acknowledgement is specifiedt he driver shall acknowledge transfer from Full Supervision to Partial Supervision within 5 seconds (M).
R58,Partial Supervision shall be indicated on the DMI. (M)
R59,a In Partial Supervision the train shall be supervised according to train speed and distance data available. (M)
R60,b The train shall have the capability of being supervised to a ceiling speed. (M)
R61,c This ceiling speed shall not be shown continually on the DMI but may be shown momentarily when selected by the driver. (M)
R62,"The train shall leave Partial Supervision when the trainborne equipment is not operative any longer, when Shunting is selected or when Full Supervision is available. (M)"
R63,It shall be possible to order a train trip when passing a stop signal (M)
R64,a Transferring to Full Supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission. (M)
R65,b It shall be possible for the trackside to ask a driv er for confirmation about the occupancy of the track ahead befor e sending a Full Supervision movement authority. (M)
R66,Full Supervision shall provide supervision of speed and distance. (M)
R67,"The trainborne equipment shall remain in Full Supervision until the trainborne equipment is not active any longer, when Shunting is selected or when Partial Supervision information is received. (M )"
R68,a The ETCS trainborne equipment shall be capable of being isolated. (M)
R69,shall not show any ETCS information other than the fact that the system is isolated.(M)
R70,Isolation of the ETCS trainborne equipment shall disconnect the ETCS trainborne equipment from the vehicle b raking system. (M)
R71,The ETCS trainborne equipment shall be capable of receiving information from the national train control systems by means of the STM. (M)
R72,The DMI shall display or be compatible with information from national train control systems.
R73,Unfitted operation shall be possible if ordered by trackside (M).
R74,Unfitted operation shall be possible if selected by the driver at start up (M).
R75,The on board shall supervise the train against a ceiling speed (M).
R76,The onboard shall be capable to switch to another ETCS status when transmitted from trackside (M)
R77,The ETCS on -board shall be capable of receiving track description from the trackside. (M)
R78,a It shall be possible to send information on adhesion conditions from trackside. (M)
R79,"b It shall also be possible, to allow the driver to change the adhesion conditions;"
R80,a The trackside shall be able to send information for the calculation of speed profiles. (M)
R81,"b If track data at least to the location where the relevant movement authority ends are not available on -board, the movement authority shall be rejected. (M)"
R82,Track to train transmission shall provide the capability to send different speed profiles for specific train categories. (M)
R83,"The ETCS trainborne equipment shall supervise the end of movement authority , if this information is available on -board. (M)"
R84,The target distance to be displayed on the DMI shall be based on the most restrictive braking curve. (M)
R85,"Together with the movement authority , the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires. (M)"
R86,"Using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track. (M)"
R87,The ceiling speed level for the movement authority shall be defined as data National Value. (M)
R88,shall be requested . (M)
R89,a The train shall be supervised according to train speed data available. (M)
R90,"b The train shall, as a minimum, be supervised t o a ceiling speed;"
R91,the supervised speed shall not be shown on the DMI unless selected by the driver. (M)
R92,c The target distance shall not be shown on the DMI unless selected by the driver. (M)
R93,"d On request of the RBC, the driver shall have th e possibility to confirm that the track ahead of him until the end of the on sight section is clear (M)."
R94,ETCS shall collect all relevant information concerning train and line speed. (M)
R95,a ETCS shall calculate the permitted speed for the train for all locations of the authorised movement. (M)
R96,b This static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains. (M)
R97,"a Based on all relevant data, the ETCS shall calculate an emergency braking curve and a service braking curve (M)."
R98,b It shall be possible to permit/inhibit the service brake intervention by trackside (M).
R99,"a When c hanging to a lower speed level, the front end of the train shall respect the dynamic train speed profile. (M)"
R100,b When changing to a higher spe ed level the rear end of the train shall respect the static train speed profile. (M)
R101,It shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train. (M)
R102,The braking curves shall ensure that the train complies with its speed requirements. (M)
R103,emergency brake shall stop the train in rear of the danger point. (M)
R104,"a The release speed shall be calculated on board, based on either: (M)"
R105,The release speed given from the trackside shall take priority over the release speed calculated on board.(M)
R106,c The release speed shall be indicated on the DMI. (M)
R107,d If the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point (M).
R108,"When the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board)."
R109,The condition for this change shall be defined for each target as infrastructure data. (M)
R110,Each railway shall have the possibility of allowing a different release speed for every signal. (M)
R111,The ETCS trainborne equipment shall be able to determine the location of the entire train. (M)
R112,shall be able to transmit the location of the entire train to the RBC. (M)
R113,The train location calculation shall take into account error of odometry. (M)
R114,a Actual speed shall be indicated on the DMI (M).
R115,"There shall be no discrepancy bet ween the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function (4.3.7.). (M)"
R116,The indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of ETCS. (M)
R117,The driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed.
R118,This shall be shown to the driver in a way that is understandable and logical. (M)
R119,intervention from ETCS shall be given to enable the driver to react and avoid intervention. (M)
R120,"The driver shall have the possibility to select the language, this does not concern non pre -defined texts sent from the trackside. (M)"
R121,A train shall be supervised to its static and dynamic train speed profiles. (M)
R122,"Within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from ETCS equipment at least 5 sec. before the intervention. (M)"
R123,"ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed;"
R124,then the driver shall be able to release the brake (M).
R125,b The driver shall be able to release an ETCS emergency brake application when stationary. (M)
R126,a To protect a traction unit from roll away and unwanted reverse movements the trainborne e quipment shall monitor the direction of movement in relation to the permitted direction. (M)
R127,"b The trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train. (M)"
R128,c The roll a way/reverse movement intervention shall be indicated on the DMI. (M)
R129,shall be able to release the emergency brake. (M)
R130,When using more than one traction unit this function shall be disabled in all but the leading traction unit. (M)
R131,"All data entered , received or indicated to the driver shall be recorded onboard."
R132,All data shall be related to UTC (Universal Time Corrected) and a reference point. (M)
R133,Information shall be recorded to an accuracy which enables a clear view of the functioning of ETCS and way the traction unit has been driven. (M)
R134,a Standardised output interfaces shall enable transmission of information recorded to other media for investigation(M).
R135,"Data to enable investigation of accidents need only be stored for at least 24 hours, and shall be very detailed."
R136,Operational data to enable assessment of driver performance shall be stored for at least one week.
R137,The following information shall be recorded: (M)
R138,The driver’s confirmation of transition to shunting shall be recorded.
R139,It shall be possible to use multiple traction units without isolating the ETCS trainborne equipment on traction unit(s) with an in-operative cab. (M)
R140,Information received shall not influence the traction unit(s) with in-operative cabs. (M)
R141,The train trip function (4.6.12.) shall be suppressed in traction unit(s) with in-operative cabs. (M)
R142,It shall be possible to use tandem traction units without isolating the ETCS trainborne equipment on th e tandem traction unit. (M)
R143,The train trip function (4.6.12.) shall be suppressed on the tandem traction unit. (M)
R144,The driver shall enter the driver ID (M).
R145,It shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside (M).
R146,The train speed shall be at or below a speed specif ied by a national value. (M)
R147,a The driver shall select an override control according to the permission received. (M)
R148,b The override control shall be protected against inadvertent operation. (M)
R149,"When the train passes the stop signal, the train trip function shall be suppressed. (M)"
R150,Actual speed shall still be shown on the DMI. (M)
R151,a A special indication shall be shown on the DMI. (M)
R152,b The supervised speed shall not be shown on the DMI. (M)
R153,The train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority. (M)
R154,a If supervised by a n RBC it shall be possible to command an emergency stop to all trains in a particular area or to a specific train (M).
R155,b It shall be possible to command an immediate train stop. (M).
R156,c It shall be possible to command a conditional emergency stop.
R157,If the train has already passed the locati on for the emergency stop the command shall be ignored (M).
R158,When a train has received an emer gency stop ETCS shall command the emergency brake. (M)
R159,The emergency stop shall be indicated to the driver on the DMI. (M)
R160,a It shall be possible to prevent a train from entering a route for which it does not meet the required criteria. (M)
R161,c Route unsuitability shall be indicated on the DMI. (M)
R162,The driver shall be able to override the function when the train is stationary. (M)
R163,After overriding this function the movement authority shall be re-established. (M)
R164,brake shall be triggered. (M)
R165,Operation of the train trip shall be indicated on the DMI. (M)
R166,The emergency brake shall be applied until the traction unit is stationary. (M)
R167,When the traction unit is stationary the driver shall be required to acknowledge the train trip condition.
R168,a After the acknowledgement the driver shall be able to continue the movement (M)
R169,b After the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value (M).
R170,The ETCS trainborne equipment shall transmit its own train identification to the RBC. (M)
R171,The train running number shall consist of a maximum of 8 numeric digits. (M)
R172,time of the demand shall be indicated on the DMI.
R173,This shall be possible while the train is moving or stationary. (M)
R174,The ETCS on-board shall be capable of receiving information about pantograph and power supply from the trackside. (M)
R175,a The ETCS trainborne equipment shall indicate on the DMI the information regarding pantograph and power supply. (M)
R176,pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations. (M)
R177,The ETCS on-board shall be capable of receiving information regarding air tightness from the trackside. (M)
R178,It shall be possible to send plain text messages from track to train. (M)
R179,shall be alerted. (M)
R180,The onboard equipment shall display plain text messages as received. (M)
R181,The character set used shall support different languages. (M)
R182,It shall be possible to send fixed text messages from track to train (M)
R183,Fixed text messages shall be provided in the language selected by the driver. (M)
R184,"It shall be possible to send information regarding the inhibition of the following different types of brake(M): Regenerative brake, Eddy current brake, Magnetic shoe brake."
R185,Information shall be shown on the DMI (M).
R186,The ETCS on-board shall be capable of sending to the trackside train integrity information detected by a system outside ETCS . (M)
R187,The driver shall be able to confirm the train integrity to the RBC manually.
R188,"The on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the RBC area (M)."
R189,The following train data shall be sent from the on board to the trackside: (M) Train running number STM ready for use train gauge Max. axle load status of air tight system type of el. power accepted international train category max. train speed train length.
R190,It shall be possible to revoke a Movement Authority that has already been issued to a train in a co-operative way between RBC and train. (M)
R191,"The co-operative revocation of the MA shall be possible to a new target location, proposed from RBC. (M)"
R192,The new target location shall be checked for acceptance by the on board. (M)
R193,shall reject the request and keep the old target location. (M)
R194,The Reversing function shall only be possible in one active cab which is not closed at any time during the procedure. (M)
R195,Reversing shall be possible as defined by a value given with the MA (M)
R196,The driver shall be able to use the Reversing function without needing to re-confirm the train data. (M)
R197,Reversing shall be supervised to a distance and speed set as National Values(M)
R198,Once the train starts reversing the MA shall be cancelled. (M)
R199,The train shall be able to automatically pass from one RBC area to another without driver intervention.(M)
R200,If the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one RBC to another (train spacing and train speed). (M)
R201,passing from one RBC to another shall still be possible but might result in a performance penalty. (M)
R202,"In the event of a Transmission Failure the following reactions, shall be capable of being applied in accordance with a National Value: (M) Option 1."
R203,The ETCS trainborne equipment shall immediately command the emergency brake.
R204,The failure shall be shown on the DMI.
R205,The ETCS trainborne equipment shall immediately command the full service brake.
R206,"The indication on the DMI shall remain, and the driver shall be informed about the loss of transmission."
R207,"compromise the safety of train supervision, the ETCS trainborne equipment shall immediately command the brake and bring the train to a stop. (M)"
R208,a The occurrence of a failure shall be displayed on the DMI. (M)
R209,"c In ETCS with RBC this restriction on performance shall, if possible be transmitted to the RBC. (M)"
R210,Absolute braking distance The distance between a train following another train shall be equal to or greater than the braking distance of the following train.
R211,"Confirm, Confirmation The dr iver’s approval/validation that new data/information shall be taken into account by the system."
R212,The overlap must not be released until the train has stopped.
