item,text
R14,"-1 TCS Operations State and Associated Modes Diagram The Operations State modes shall not exist concurrently. [SSS033] The operator shall have the capability to command the system to the Shutdown State from all modes under the Operations State. [SSS035] The TCS hardware and software shall execute periodic Fault Detection/Location (FD/L) while in the Normal Operations Mode and Training Mode, to include a periodic determination of level of interaction. [SSS036]"
R15,In the Normal Operations Mode the TCS shall support the following functions: [SSS037]
R16,"C4I Systems Interface Functions under the Normal Operations Mode shall operate concurrently without precluding or excluding any of the other functions, in accordance with allowable operations as determined by the appropriate levels of interaction. [SSS038] Figure 3.1.2.1-1 shows the functions that exist under the Normal Operations Mode."
R17,In the Training Operations Mode the TCS shall support the following functions: [SSS039]
R18,"Functions under the Training Operations Mode shall operate concurrently without precluding or excluding any of the other functions, in accordance with allowable operations as determined by the appropriate levels of interaction. [SSS040] Figure 3.1.2.2-1 shows the functions that exist under the Training Operations Mode."
R19,"In the Maintenance Operations Mode , if computer workstation Human Computer Interface (HCI) is required, the TCS shall support the following functions: [SSS041]"
R20,"Perform Software Debug and Monitoring Functions, except for software upgrade and software debug, under the Maintenance Operations Mode shall operate concurrently without precluding or excluding any of the other functions in accordance with allowable operations as determined by the appropriate levels of interaction. [SSS042]"
R21,"Upon the selection of a shutdown command the TCS shall enter the Shutdown State, which will cause the TCS to be placed in a condition where power can be removed without impacting operations as well as causing damage to the system, and from which restart of the system can be accomplished normally. [SSS043] Shutdown of the TCS shall include storage as well as deletion, as specified by the operator, of mission data files [SSS044] , shutdown of appropriate functions [SSS045] , shutdown of HCIs [SSS046] , and proper termination of all active interfaces [SSS047]."
R22,There shall be no modes of operation in the shutdown state. [SSS048]
R23,"The TCS shall have the functionality to allow the operator to generate a UAV mission plan. [SSS050] The TCS shall have the functionality to receive and process UAV mission plans from service specific mission planning systems. [SSS053] The TCS Mission plan shall include all necessary information required to be interoperable with the service specific mission planning systems including the Tactical Aircraft Mission Planning System (TAMPS), Aviation Mission Planning System (AMPS), and Air Force Mission Support System (AFMSS). [SSS051]"
R24,"The TCS shall have the functionality to transmit UAV mission plans to service specific mission planning systems. [SSS055] The TCS shall facilitate automated processing of mission plan data received via C4I interfaces in order to extract the appropriate mission planning data. [SSS052] The TCS shall have the functionality to receive and process UAV mission plans from other TCSs. [SSS054] The TCS shall have the functionality to transmit UAV mission plans to other TCSs. [SSS056] A Mission Plan shall include a Flight Route Plan for a selected AV, a Payload Plan for the selected payload, and a Communications Plan. [SSS05 7] A Flight Route Plan is defined in Section 3.2.1.1."
R25,The TCS shall be capable of storing a minimum of 500 mission plans under unique names to allow for later retrieval. [SSS058] The TCS mission planning function shall provide a graphical user interface that gives the operator the ability to define waypoints on a map based display using a pointing device with full keyset redundancy. [SSS059] The TCS shall provide the capability to compute the range and bearing between two geographic pos itions on the map display. [SSS561].
R26,"As an objective, the TCS shall have the capability to import as well as create and modify map display overlays for fire support coordination measures [SSS547], airspace control measures [SSS548], and threat identification measures. [SSS060] Upon completion of radar cross section analysis and characterization by the Government for each UAV type, TCS shall utilize a UAV signature versus threat lookup table (database) that identities the lethality of the threat to the UAV [SSS0 65], and shall provide the capability of displaying aircraft signature versus threat, before and during flight. [SSS066] The TCS shall permit dynamic mission and payload retasking during all phases of operational mission execution. [SSS067] The TCS shall allow the operator to enter as well as review mission plan parameters, including AV flight parameters, payload control parameters, data link control parameters, AV VCR control parameters (if applicable to the selected AV), and AV loiter patterns. [SSS068] The TCS shall provide the capability to enter system configuration characteristics in the mission plan, to include selected AV type, AV identification number, selected payload type, ground control authorization information, and required communications pre-set for data links, tactical communications, and C4I data dissemination. [SSS069]"
R27,"The TCS shall provide the system functionality necessary to upload a flight route plan and payload plan (if applicable) to the AV via the selected system data link as well as direct ground connection. [SSS070] TCS shall provide the capability for the operator to retrieve a mission plan for viewing, modification, as well as deletion at the operator's discretion [SSS071], and allow the operator to save the mission plan under a different name, for future retrieval [SSS072]."
R28,"The TCS shall automatically check the validity of the intended mission plan prior to being uploaded including altitude constraints, payload constraints, data link range constraints, airspace restrictions, fuel limitations, threat constraints, data link terrain masking effects, and Loss of Link (LOL) Plan. [SSS073] The TCS shall notify the operator of all discrepancies found during the mission plan check as well as indicate successful completion of the mission plan check. [SSS074] The TCS shall provide the capability to override validation faults after the fault is acknowledged by the operator. [SSS540] The TCS shall allow the operator to set the LOL delay timer(s) during mission planning. [SSS075] The LOL delay is the time from when the AV detects an unplanned LOL to the time it initiates LOL procedures."
R29,The TCS shall provide the capability to print waypoint data in alphanumeric format. [SSS553]
R30,Ability to designate flight corridors and restricted air space. [SSS087] The TCS shall present to the operator the estimated time of arrival and fuel status at each programmed waypoint of the proposed mission plan. [SSS088]
R31,"The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known fire support coordination zones [SSS549], airspace control zones [SSS550], threat systems [SSS061], and displaying the threat engagement envelopes with associated radar terrain masking for those threats [SSS062]."
R32,"A de-clutter capability shall be provided that allows the operator to display only a selected number of the most significant threats. [SSS063] The TCS shall provide the capability to modify the maximum number of threats displayed, when de-clutter is selected. [SSS064] The TCS shall provide the capability to display waypoint data in alphanumeric format. [SSS552] The TCS shall have the capability to load a map onto the display, to zoom in and out, to scroll, to print, and to clear a map on the map display. [SSS095] The TCS shall provide the operator with a clearly indicated map scale. [SSS535] Upon operator request, the following icons shall be displayed on the map display (when the coordinates reside on the displayed portion of the map)."
R33,"Display icons indicating Flight Plan waypoints. [SSS101] The TCS shall be capable of displaying the positions of the icons in Lat./Lon., Universal Transverse Mercator (UTM), and Military Grid Reference System (MGRS) formats and provide conversion to multiple spheroid scales. [SSS102] The TCS shall provide the capability to graphically display Line of Sight versus terrain profile (DTED). [SSS538]"
R34,"For those payloads identified in Table 3-2, the TCS shall be able to generate payload planning information to be uplinked to the AV separate from a flight route plan. [SSS103] The TCS shall provide the system functionality necessary to generate a payload plan that, as a minimum, shall include the following information: [SSS104]"
R35,"While flying two MAE AVs Beyond Line Of Sight (BLOS), the TCS shall provide full control functionality of each AV. [SSS108] AV specific components used to perform ground based closed loop command and control functions for"
R36,"TCS shall be initialized upon operator selection of a specific AV. [SSS109] The TCS shall transmit command and control information to the AV via the uplink to the AV [SSS110] , and receive AV telemetry and payload information via downlink from the AV [SSS111]."
R37,"The TCS shall be capable of being interoperable with Predator and Outrider UAVs across the 5 levels of UAV interaction. [SSS011] The TCS shall have the capability to control and monitor multiple types of AVs. [SSS112] TCS shall notify the operator when AV performance parameters are out of limits. [SSS113] The TCS shall provide the capability to pass control of an AV to another TCS [SSS114], and receive control of an AV from another TCS [SSS115]."
R38,"The TCS shall allow the operator to control an AV using the LOS as well as SATCOM data links. [SSS124] The TCS shall provide the necessary system capabilities required for AV flight control BLOS via uplink command to two MAE air vehicles. [SSS125] The TCS shall support operation of the AV via all flight modes, to include manual controls. [SSS126102] The TCS shall provide the capability to implement an emergency action plan, if supported by the AV, to control the AV during equipment failures. [SSS539] The TCS shall provide interactive displays necessary to command the flight of an AV. [SSS127]"
R39,"The TCS shall provide the functionality to control, monitor, and display the operation of the Air Data Terminal (ADT). [SSS1 32] This control will include control of the ADT antenna and of the ADT transmitter and receiver."
R40,ADT Antenna Control The TCS shall provide the functionality to control the ADT antenna. [SSS133] This control will including its pointing direction and mode of transmission (e.g. omni and directional).
R41,"ADT Transmitter And Receiver Control The TCS shall provide the functionality to control the power, transmitter signal strength, and frequencies used by ADT for data link communication. [SSS134]"
R42,"As an objective, the TCS shall support an automatic launch and recovery system. [SSS135] As and objective, the TCS shall be interoperable with the Integrity Beacon Landing System (IBLS) [SSS136], and the Common Automated Recovery System (CARS) [SSS137], both used by Outrider."
R43,"As an objective, the TCS shall present sufficient cues to the operator to implement and monitor automatic launch and recovery, and to initiate abort procedures if required. [SSS138]"
R44,"Emergency Recovery The TCS shall allow the operator to initiate the emergency recovery feature of the AV, if the AV has an emergency recovery feature. [SSS139]"
R45,"AV Monitoring Displays The TCS shall display the AV status, to include but not be limited to the AV location and flight and avionics system status. [SSS143] When the data link is interrupted, the TCS shall present the last known AV status values and the time at which the last values were reported. [SSS144] The TCS shall be capable of displaying fuel parameters to the operator to include as a minimum, remaining fuel, flow rate, and bingo fuel. [SSS145] Bingo fuel is the minimum amount of fuel necessary to return to the designated Recovery site with reserve fuel."
R46,The TCS shall be capable of being interoperable with the installed payloads across the 5 levels of UAV interaction. [SSS012] The TCS will have the capability to control and monitor the AV payload(s). [SSS147] The TCS shall have the capability to receive data from and control payloads on an AV that is being controlled from another TCS. [SSS148] The TCS shall provide the necessary system capabilities required for payload control beyond line of sight via uplink command of two air vehicles of the same type using sequential communication techniques. [SSS149] Sequential communication means alternatively communicating with one air vehicle and then the other.
R47,"The TCS shall receive, process, and present payload data to the operator so that the status of the payload can be determined. [SSS151]"
R48,TCS shall provide the capability to monitor payload adherence to the uplinked mission plan. [SSS155]
R49,Payload Monitoring Displays The TCS shall display the current search footprint and the search history of the payload on the map. [SSS157]
R50,The TCS shall have the capability to simultaneously control and monitor a line-of-sight as well as a BLOS data terminal. [SSS158] The TCS shall provide the system functionality necessary to record data obtained via the data link. [SSS527]
R51,"Antenna And Pedestal Control The TCS shall provide automatic pointing commands for directional antennas [SSS167], and shall allow for the manual pointing of directional antennas when desired by the operator [SSS168]."
R52,"The TCS shall be capable of positioning antennas to maintain LOS as well as SATCOM. [SSS170] The TCS shall incorporate antenna pedestal 3 -axis stabilization to compensate for platform (e.g. ship, or HMMWV) motion, if applicable. [SSS557]"
R53,"The TCS shall have the functionality to process payload product data from Electro Optical (EO), Infrared (IR), and Synthetic Aperture Radar (SAR) payloads. [SSS1 82] This functionality, as a minimum, shall include: formatting, storing, internally routing, and recording the video [SSS190] ;"
R54,"The TCS shall display live and recorded imagery data, with as well as without annotation and overlay, upon operator request. [SSS195] Annotation includes operator generated comments as well as graphics which are superimposed on the imagery."
R55,"The TCS shall have the functionality to conduct limited exploitation, to include voice and textual reporting for spot and mission objectives, on the payload product data. [SSS200] Limited exploitation, as a minimum, will include image enhancement and annotation."
R56,The TCS shall support a target location function where the operator can request the current ground location of the payload field-of-view center. [SSS206]
R57,"The TCS shall have the functionality to determine the location of items of interest within the payload field of view, and express these locations in coordinates acceptable for military applications. [SSS207]"
R58,"The TCS shall have the functionality to develop an estimate of the error in computed target coordinates,"
R59,"The TCS shall be capable of entering DII-COE compliant (C4I) networks. [SSS 209] Network interoperability will include, but not be limited to: Advanced Tomahawk Weapons Control Station (ATWCS) Advanced Field Artillery Tactical Data System (AFATDS) All Source Analysis System (ASAS) Automated Target Hand-off System (ATHS) Closed Circuit Television (CCTV) Common Operational Modeling, Planning, and Simulation Strategy (COMPASS) Contingency Airborne Reconnaissance System (CARS) Enhanced Tactical Radar Correlator (ETRAC) Guardrail Common Sensor/Aerial Common Sensor (ACS) Integrated Processing Facility (IPF) Intelligence Analysis System (IAS) Joint Deployable Intelligence Support System (JDISS) Joint Maritime Command Information System (JMCIS) Joint Service Imagery Processing System – Air Force (JSIPS-AF) Joint Service Imagery Processing System - Navy (JSIPS-N) Joint Surveillance Target Attack Radar System (JSTARS) Ground Station Module/Common Ground Station (GSM/CGS) Modernized Imagery Exploitation System (MIES) Service Specific Mission Planners"
R60,"Tactical Aircraft Mission Planning System (TAMPS) Tactical Exploitation Group (TEG) Tactical Exploitation Systeme (TES) Theater Battle Management Core System (TBMCS) TROJAN Special Purpose Integrated Remote Intelligence Terminal (SPIRIT) II The TCS shall have the functionality necessary to manage all aspects of C4I system interfaces to include receiving, processing, and transmitting tactical information to include but not limited to character based text messages, NITF 2.0 imagery files, and RS-170A video. [SSS210] The TCS shall provide the functionality necessary to interface with various C4I systems in order to satisfy the operational requirements for: [SSS211]"
R61,"The TCS shall have the capability to interoperate with a data server to receive, extract, and push intelligence data. [SSS212] The TCS shall have the capability to use cable to deliver live video imagery in multiple locations. [SSS213] The TCS shall have the ability to interface with Service specific ground and airborne Ultra High Frequency (UHF), Very High Frequency (VHF), UHF/VHF, and High Frequency (HF) radios for digital message transmission while using the same radios for record traffic . [SSS214] Record traffic is defined as operational/voice communications."
R62,"Where applicable, TCS data burst messages shall comply with Variable Message Formats. [SSS215] The TCS shall export and disseminate formatted NITF 2.0 files [SSS558], digital imagery (if applicable) [SSS218], RS-170A video (with as well as without overlay) [SSS219], and tactical communication messages [SSS220]."
R63,"The TCS shall, as a minimum, have the functionality to provide the following control capabilities:"
R64,"The TCS shall, as a minimum, have the functionality to provide the following digital data processing capabilities:"
R65,"The TCS shall, as a minimum, have the functionality to provide the following analog data processing capabilities:"
R66,TCS shall be capable of executing AV maintenance software and displaying appropriate status results. [SSS245]
R67,TCS shall be capable of executing payload maintenance software and displaying appropriate status results. [SSS246]
R68,TCS shall be capable of executing data terminal maintenance software and displaying appropriate status results. [SSS247]
R69,TCS shall be capable of executing workstation and peripheral equipment maintenance software and displaying appropriate status results. [SSS248]
R70,"Fault Detection/Location (FD/L) to the Line Replaceable Unit (LRU) level shall be provided to indicate the readiness status of TCS, if inherent to the COTS hardware and software utilized. [SSS249] As a minimum, TCS shall provide Startup FD/L for the operator workstation. [SSS250] The TCS shall allow the operator to control and monitor the AV's FD/L, if required and provided by the Original Equipment Manufacturer (OEM) [SSS251];"
R71,"The TCS shall allow authorized operators to install software upgrades via CD-ROM as well as other media storage devices. [SSS276] The TCS shall restrict operator access to this capability via password protection. [SSS277] The TCS shall provide the capability for Authorized Operators to modify all TCS programmable parameters. [SSS278] As a minimum, the TCS shall restrict Operator access to this capability via password protection. [SSS279] The TCS shall be capable of importing National Imagery Mapping Agency (NIMA) Digital Terrain Elevation Data (DTED), Digital Feature Analysis Data (DFAD), Arc Digitized Raster Graphic and"
R72,"scanned hard copy maps, via compact disk. [SSS280] The TCS shall be capable of importing map information via operator procedure [SSS555] and shall be capable of incorporating vector format and Compressed ADRG (CADRG) maps. [SSS281]"
R73,"The TCS shall allow an Authorized Operator to execute a software debug capability and view the resulting debug diagnostic information. [SSS282] As a minimum, the TCS will restrict Operator access to this capability via password protection. [SSS283]"
R74,"The TCS shall provide the capability to interface with equipment necessary to provide connectivity with standard DoD tactical (VHF, UHF, and UHF/VHF) radios, Mobile Subscriber Equipment, and military and commercial satellite communications equipment. [SSS285] The TCS shall interface with external mission tasking systems (e.g., receive tasking orders, coordinate mission certification). [SSS286] The TCS shall provide the system functionality necessary to interface with the data terminal. [SSS287] The TCS shall provide the system functionality to allow interfacing with external systems via a local area network. [SSS288] The TCS shall provide external interfaces to launch and recovery systems. [SSS289]"
R75,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ASAS. [SSS291] The interface requirements and specifications will be defined in the TCS to ASAS IDD, TCS 201."
R76,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JSTARS GSM. [SSS292] The interface requirements and specifications will be defined in the TCS to JSTARS IDD, TCS 209."
R77,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JMCIS. [SSS293] The interface requirements and specifications will be defined in the TCS to JMCIS IDD, TCS 214."
R78,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JSIPS-N. [SSS2 94] The interface requirements and specifications will be defined in the TCS to JSIPS-N IDD, TCS 210."
R79,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with AFATDS. [SSS2 95] The interface requirements and specifications will be defined in the TCS to AFTADS IDD, TCS 200."
R80,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with CARS. [SSS297] The interface requirements and specifications will be defined in the TCS to CARS IDD, TCS 217."
R81,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with CCTV. [SSS298] The interface requirements and specifications will be defined in the TCS to CCTV IDD, TCS 205."
R82,"TCS to Army Mission Planning System The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with AMPS.[SSS563] The interface requirements and specifications will be defined in the TCS to AMPS IDD, TCS 235."
R83,"TCS to Air Force Mission Support System The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with AFMSS.[SSS564] The interface requirements and specifications will be defined in the TCS to AFMSS IDD, TCS 220."
R84,"TCS to Tactical Aircraft Mission Planning System The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TAMPS.[SSS565] The interface requirements and specifications will be defined in the TCS to TAMPS IDD, TCS 219"
R85,"TCS to GCS/ACS IPF The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with GCS/ACS IPF. [SSS300] The interface requirements and specifications will be defined in the TCS to GCS/ACS IPF IDD, TCS 215."
R86,"TCS to JDISS The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with JDISS. [SSS301] The interface requirements and specifications will be defined in the TCS to JDISS IDD, TCS 212."
R87,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TES. [SSS 302] The interface requirements and specifications will be defined in the TCS to TES IDD, TCS 236."
R88,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with IAS. [SSS303] The interface requirements and specifications will be defined in the TCS to IAS IDD, TCS 206."
R89,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ATHS. [SSS 304] The interface requirements and specifications will be defined in the TCS ATHS IDD, TCS 208."
R90,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ATWCS. [SSS 305] The interface requirements and specifications will be defined in TCS ATWCS IDD, TCS203"
R91,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with Trojan Spirit II. [SSS306] The interface requirements and specifications will be defined in the TCS to TROJAN SPIRIT II IDD, TCS 213."
R92,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TBMCS. [SSS307] The interface requirements and specifications will be defined in TCS to TBMCS IDD, TCS 221."
R93,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with MIES. [SSS308] The interface requirements and specifications will be defined in the TCS to MIES IDD, TCS 216."
R94,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ETRAC. [SSS309] The interface requirements and specifications will be defined in the TCS ETRAC IDD, TCS 218."
R95,The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with COMPASS . [SSS 310] The interface requirements and specifications will be defined in TCS to
R96,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with TEG. [SSS311] The interface requirements and specifications will be defined in TCS to TEG IDD, TCS 207."
R97,"TCS Data Terminal Figure 3.3.1.2-1 TCS to DT Control Interface Diagram The TCS shall provide interfaces with the respective UAV program-provided data links for command and control and UAV data.. [SSS312] The TCS shall have provisions for simultaneously supporting both of the following external interfaces: LOS data link, SATCOM data link. [SSS313] Details of the TCS to DT interface will be defined in the TCS to Data Terminal IDD , TCS 242."
R98,"TCS Printer Figure 3.3.1.3-1 TCS to Printer Interface Diagram The TCS shall provide an interface between the TCS and an external hard copy printer. [SSS314] The TCS shall as a minimum, allow Operator(s) to print freeze-frame video, C4I Messages, Mission Plans, FD/L information, and current map display. [SSS315] The TCS shall have the functionality to output digital message data and imagery to a hard copy printer."
R99,"TCS External Data Storage Figure 3.3.1.4-1 TCS to External Data Storage System Interface Diagram The TCS shall provide an interface between the TCS and external data storage systems. [SSS317] The TCS shall have the functionality to transfer digital data as well as digital imagery to and from external data storage systems. [SSS318] Details of the Tactical Control System (TCS) to external data storage interface will be defined in the TCS to External Data Storage IDD, TCS256."
R100,"TCS External Power Figure 3.3.1.5-1TCS to External Power Interface Diagram The TCS shall have an interface between the TCS and DoD standard power supply equipment. [SSS319] The TCS shall have the functionality to connect to the power supply equipment provided in the TCS operating environment. [SSS320] Details of the Tactical Control System (TCS) to external power interface will be defined in the TCS to External Power IDD, TCS 257."
R101,"TCS Geo- Positional Figure 3.3.1.6-1 TCS to Geopositional Data Interface Diagram The TCS shall have an interface to a source of current navigation information. [SSS321] As a minimum this information will include the location of all data terminals, launch and recovery sites, and the controlling TCS."
R102,"The TCS shall provide an internal interface for establishing communications with the Real Time Processor (RTP) within TCS. [SSS326] This interface shall allow the information from the data server to be made available to other components of the TCS. [SSS327] The RTP interface shall support distributed processing capability. [SSS328] The RTP interface requirements and specifications will be defined in the Data Server IDD, TCS 238."
R103,Remotely hosted applications shall communicate in a client server relationship via the defined data server interface. [SSS329]
R104,"The TCS shall provide an internal interface for the SAR Processor in order to disseminate SAR information (to include imagery and telemetry) to other components of the TCS. [SSS330] The SAR Processor interface requirements and specifications will be defined in the TCS to SAR Processor IDD, TCS 240."
R105,The TCS shall incorporate an intercom system that provides verbal communicate in the situation where
R106,"there are multiple operators. [SSS331] The intercom system shall be compatible with service specific voice communication systems. [SSS332] The intercom interface requirements and specifications will be defined in the TCS to Intercom IDD, TCS"
R107,"The TCS shall allow the Operator(s) to fully control the VCR via the TCS Display input device(s). [SSS334] The TCS shall be able to route VCR recorded payload video to the C4I Interfaces. [SSS335] An RS-170A video interface shall be provided for the system to output and input analog imagery and overlays to and from a Video Cassette Recorder (VCR) for recording and playback. [SSS336] Details of the VCR interface will be defined in the TCS to VCR IDD, TCS 246."
R108,"The TCS shall have ports for outputting data and imagery to an internal hard copy printer. [SSS337] The TCS shall, as a minimum, allow the Operator(s) to print freeze-frame video, C4I Messages, Mission Plans, FD/L information, and current map display to an internal printer. [SSS338] Details of the printer interface will be defined in the TCS to Printer IDD, TCS 255."
R109,The TCS shall be able to access data storage devices. [SSS339] The TCS shall have the functionality to transfer digital data as well as digital imagery to and from data storage devices. [SSS340]
R110,The TCS shall provide a CD drive for the retrieval of TCS data. [SSS341]
R111,The TCS shall provide a tape drive for storage and retrieval of TCS data. [SSS342]
R112,"The TCS shall provide a RAID for storage and retrieval of TCS data, if required. [SSS343]"
R113,The TCS shall have an interface to an uninterruptible power supply. [SSS344]
R114,The TCS design shall consider all safety requirements affecting design and performance except nuclear safety. [SSS345] The TCS safety requirements are intended to eliminate as well as control potential hazards to equipment and personnel involved in the TCS.
R115,"The TCS shall comply with para 5.3 of MIL-STD 882C, “System Safety Program Requirements”, dated 19 January 1993 w/ Notice 1 dated 19 January 1996. [SSS346]"
R116,"The TCS shall provide sufficient cues to allow the operator to safely take-off, land and navigate under Instrument Flight Rules. [SSS347] The TCS shall provide adequate capability to allow the operator to operate each UAV within its certified operational flight envelope. [SSS348] Appropriate cautions and warnings shall be provided to the operator if the air vehicle deviates into unsafe flight regime. [SSS349] For mission planning, the TCS shall provide terrain avoidance warning and minimum reception altitude calculations for line of sight flights. [SSS350] During mission execution, the TCS shall provide the operator a cautions and warnings when the UAV system has identified a malfunction. [SSS351] The TCS shall provide the required information to allow the operator to maintain safe separation from other aircraft and a safe altitude in civilian airspace per Federal Aviation Administration (FAA) rules. [SSS352]"
R117,"The TCS shall be designed such that no single hardware failure results in an unsafe command to be transmitted to the air vehicle. [SSS353] The TCS shall be designed such that no single software error results in an unsafe command to be transmitted to the air vehicle. [SSS556] The TCS shall be capable of restoring power in sufficient time to avoid loss of air vehicle control during power outages. [SSS354] The TCS shall monitor the uplink and downlink to each UAV under its control. [SSS355] Upon detection of loss of link, the TCS shall attempt to reestablish communications with the air vehicle. [SSS356]"
R118,"The TCS design shall provide protection against injury to TCS operators and maintenance personnel. [SSS357] The system design shall use MIL-STD-2036, Section 5.1.3.11 as a guide, with regard to personnel hazards, and MIL-STD-1472D, Section 5.13, as a guide for safety from a human engineering viewpoint. [SSS358]"
R119,"System safety and health hazards, if any, shall be identified and evaluated during Phase I of the TCS development. [SSS359] Risk levels and a program to manage the probability and severity of hazards shall also be developed. [SSS360]"
R120,"Using risk assessment procedure s defined in DoD 5200.28(D), a risk index and the minimum security requirements for TCS shall be determined. [SSS363] The inputs to this procedure are the clearance or authorization of the TCS users and the sensitivities of the data that the TCS processes, stores or transfers."
R121,The TCS data sensitivities shall be determined by the data sensitivities of the systems with which it
R122,"The TCS shall be designed to protect its communication and data links against enemy Electronic Warfare (EW) threats, physical anti-radiation weaponry and physical destruction. [SSS366] All hardware, software, documentation, and sensitive information processed by TCS shall be physically protected, minimally at the level determined by the risk index computed in Section 3.8.1, to prevent intentional as well as unintentional disclosure, destruction, and modification. [SSS367] The TCS shall be approved for operation at the same level as the systems with which it interfaces. [SSS368]"
R123,The TCS shall be capable of operation within environments specified in the System/Subsystem Design Document for the land-based shelter and shipboard environments. [SSS372] The TCS hardware shall be mounted as well as ruggedized to withstand inter and intra theater movement. [SSS373]
R124,"The hardware of the TCS shall be capable of being scaled as well as being modular to meet the varying needs of the Services. [SSS374] The TCS hardware shall allow for long range communications from one TCS to another [SSS3 75], data storage expansion [SSS376], access to other computers to share in processing capability [SSS3 77], and multiple external peripherals [SSS378]."
