item,text
R61,"That means that in order to take advantage of the wish list functionality, the user must be registered as a Construction Junction website member."
R62,The system should use that flag to automatically generate discounts for items based on the amount of time they have been in the inventory.
R63,The system must allow a threshold quantity to be set at any level (department or category) in the inventory.
R64,"The system should still allow items to be received for a department or category that is overstocked, but Construction Junction staff may decide to turn down those items at the receiving dock."
R65,The system should also provide a report that shows currently overstock departments and categories.
R66,"In addition to that, the system should be able to generate and print signage containing the item history, back story information and other item details."
R67,"In addition, the Inventory Management System needs to store item weight information and generate reports that indicate the total weight received, sold and diverted from landfills."
R68,"When the actual item weight is not indicated, the system should use a pre-set average weight for the item category."
R69,"The system should also display the actual weight average for the category on the category configuration screen, and also the number of items used when calculating that average."
R70,Availability For internal users: Donation/acquisition processing - The system must be available during normal Construction Junction operating hours.
R71,Sales processing - The system must be available during normal Construction Junction operating hours.
R72,Inventory management - The system must be available beyond normal operating hours to accommodate inventory management operations.
R73,"For external users - The system must be available beyond normal operating hours to accommodate website use – Inventory listing, wish list management and online purchases."
R74,Security Access to the application by the Construction Junction staff must require user login.
R75,"The system should record changes to application entities in the form of „created user/time‟, „modified user/time‟ fields."
R76,The system should also record information about various sensitive inventory management operations such as deleting items and changing the price of items.
R77,"As such, the system should perform with consistently and predictably low response times in order not to impact the performance or the timely execution of the various tasks that need to be conducted by the Construction Junction staff."
R78,User Interface A web browser-based interface must be provided for all the Inventory Management functionality.
R79,"During data validation, all validation errors must be reported to the actor and displayed on the screen."
R80,"In case of a validation error, the actor must not have to re-enter the values that are valid"
R81,Each cell in the matrix must indicate in some visual form that it contains subcategories
R82,There must be at least one slot available in the Department matrix to hold the ne w Department
R83,"User must select either an existing target Department or Category, or new target Category"
R84,Hardware Interfaces The system should support the following hardware interfaces:
R85,Constituent data between QuickBooks POS and Salesforce must be synchronized
R86,Updates to the inventory such as new items and changes to existing items must be synchronized to QuickBooks POS
R87,Inventory items must be updated as a result of sales in QuickBooks POS
R88,Customer‟s sales history must be synchronized to QuickBooks POS and roll up in a similar fashion as donation statistics
R89,Customers with bouncing email addresses must be identified in QuickBooks POS
R90,Integration between QuickBooks POS and Salesforce must use Middleware
R91,Vertical Response App must be installed in Salesforce and consider storage consumption
R92,"The system must be able to provide the contents of the categorized inventory for viewing on the website, allowing users to create wish lists and purchase items online"
R93,Client Platform The user interface implementation should strive to use cross-browser standards wherever possible and avoid any use of browser-specific features.
R94,Data Migration Constituent and sales history data from Construction Junction‟s QuickBooks POS system must be migrated to Salesforce.
R95,Appropriate procedures will need to be developed and documented for the chosen implementation platform.
R96,"Maintainability The system must be written using industry best practices, and must be built using only Construction Junction approved products and technologies."
R97,The system must also be written in such a way that it can be supported by planned Construction Junction staffing levels.
R98,"Legal, Copyright and Other Notices The following copyright notice must be displayed in all user interfaces:"
