item,text
R71,/2006 • The VCD system SHOULD provide a functionality to approve attestations through validation data and to make this approval visible within a VCD networked package when a National VCD Service provider takes the role of a national validation poin t in accordance with Article 52 (1) of Directive
R72,Quality attributes of VCD networked package • There MUST be an access policy that is issued by the economic operator that mandates a contracting authority to request attestation from the national VCD service provider on demand. • A general reference structure and syntax MUST be defined.
R73,"This may include creating contracting authority specific or VCD specific references in order to identify a mandate that has been given by the economic operator to this contracting authority for retrieving attestation or even updates on it. • National and local political commitments and service-level agreements MUST ensure that consensuses on roles and responsibilities are built with regard to this solution and in particular the National Service Providers who delivers attestations on demand. • There MUST be a service-level agreement betwe en the parties involved (Economic Operators, Contracting authorities, National Service Providers, and Trusted Attestation Service) about the response time of a delivery of attestations and data availability. • There MUST be a service-level agreement betwe en the parties involved (Economic Operators, Contracting authorities, National Service Providers, and Trusted Attestation Service) about conflict resolution that describe what to do when errors occur or when attestation or translations cannot be delivered “on demand”. • The attestations where an agreement on cont ext specific formats can be reached most easily SHOULD be included first into the network. • WP2 SHOULD provide easy solutions for displayi ng context specific data and should enable their validation through validation values • Legal systems MUST ensure that context specif ic data and validation values have an equivalent value to the provision of conventional / traditional attestations. (Scope of mutual recognition). • The National Service Providers SHOULD establish validation points in order to approve an economic operator in accordance with Article 52 (1) of Directive 2004/18/EC. • The national procurement law MUST ensure that National Service Provider can act as national validation points in accordance with Article 52 (1) of Directive 2004/18/EC for economic operators. • Liability issues of the National Service Provider s MUST be clarified when they act as national validation points in accordance with Article 52 (1) of Directive 2004/18/EC for economic operators. • National procedures with regard to Article 52 (1) of Directive 2004/18/EC MUST be mutually recognized and trusted in across borders."
R74,"To avoid this and several political as well data protection and privacy issues, the access to attestations should be done through a temporary storage hosted by the National Service Provider."
R75,We assume that the attestation must be valid when the call for tender is closed instead of pre-serving permanent validity of attestations at the temporary storage of the national VCD service provider.
R76,A key issue for example is the pre-VCD mapping tool and it should be integrated into any national solutions either as a module or as interface to query results for the mapping of evidences among member states.
R77,Requirement A list of recognized public authorities that are able to issue certain attestations in a particular Member State MUST be established.
R78,Requirement A national authority MUST support critical processes in order to increase the trust between the entities involved.
R79,Any national pilot solution that will be developed using resources of PEPPOL must use the pre-VCD mapping tool in order to achieve the desired objectives.
R80,"Conformance between the processing of different national VCD services has to be ensured, monitored and surveyed by a European VCD service provi der that needs to be set up with defined responsibilities and procedures."
R81,Measurement National Service Provider does not have to approve the documents submitted by economic operators Requirement Any of the proposed stages SHOULD be applicable within a Member State who wishes to apply Article
R82,Requirement A Member State MUST formally define an authority t hat is able to provide a proof of conformance to certain criteria if the Member State wishes to implement Article 52 or if Article 52 is already implemented.
R83,Requirement Any VCD system must have an interface to provide tender-specific data and (in particular the relevant criteria subset) in order to perform the mapping.
R84,An Economic Operators must take care of collecting and preparing these evidences and to submit them to the VCD system.
R85,Requirement An economic operator MUST be able to act as an issuing body for candidate statements or other evidence that cannot be directly or electronically retrieved by the VCD system.
R86,Requirement The electronic procurement framework MUST support organizations of any size and industry.
R87,Requirement The VCD solutions MUST be tested in specific case s by re-processing historic al tenders.
R88,The testing SHOULD be repeated regularly and especially after up- dating of software.
R89,Stakeholder MUST be found in order to re-process historical tenders.
R90,Such documents find also application in tendering procedures and shall be part of VCD.
R91,"Relevant standards, methodologies and initiatives for the VCD package The following subsections contain major standards and methodologies that shall be used for creating a VCD package."
R92,"Description Semantic interoperability refers to the exchange of information in an understandable way within and across organizational borders. “To run real electronic business transactions without human intervention, semantic interoperability must be achieved."
R93,It is required to work on the semantic interoperability for electronic attestations and certificates that requires not only semantic alignment but legal alignment in Europe.”(Bausa O. and Boujraf A.
R94,Requirement Evidential documents exchanged between parties MUST be semantically harmonized in order to be processed electronically.
R95,Requirement National criteria for qualitative selection and excl usion MUST correspond to European criteria which are derived from Article 45-50 and which are partially described in the Eligibility of Tenders.
R96,Requirement Any VCD instance MUST be specific with regards to a certain economic operator.
R97,"Requirement When implementing any tool, syst em or service WP2 MUST focus on mandatory requirements and evidences mentioned in Articles 45 and 46 first si nce theses Articles are not tender-specific and therewith relevant for nearly all tenders."
R98,Requirement The mapping between evidences via requirements MUST have set a primary focus on the mandatory requirements and evidences of a VCD.
R99,Requirement Articles 47 to 50 open a wide range of different cr iteria which are tender- and country-specific thus they MUST be added stepwise to the pre-VCD mappi ng tool (which may require a higher-level mapping).
R100,"Requirement Any VCD system SHOULD provide the opportunity to the economic operator to produce a complete VCD even if there are several issuing services that are not under control of a national service provider, do not have specific mapping to other documents defined in the pre-VCD mapping tool and have to be provided by the economic operator manually."
R101,Description Since the completeness of a VCD package should be ensured but a complete mapping of evidence may not be provided as especially the criteria of Arti cles 49 to 50 of the directive are unstructured and much dependent on tender-specific requirements it has to be possible to define placeholders where a contracting authority may complete the mapping on individual basis through uploading evidence to these placeholders.
R102,Description The VCD system should provide a fu nctionality that allows issuing bodies to submit evidence to it.
R103,Description Any VCD package that is created by a VCD system should be an artefact that can be interpreted without using specific technology.
R104,"05-19, Version 1.0 – pending EC approval The pre-VCD mapping tool (Stage 1) MUST be filled with instances (defined) by every Member State since Stage 1 is a precondition for any other stage."
R105,Requirement The VCD simple package (Stage 2) lays the basic ground for the cr eation of VCDs and the implementation of other services mentioned in st ages 3 and 4 so the key concepts of Stage 2 MUST be implemented in each Member States.
R106,Requirement The stages are logically built upon each other but it MUST be possible to implement certain features of stage 4 if the necessary requirement s for this are fulfilled in the lower stages even if maybe not all requirements are fulfilled in stage 3.
R107,Therefor e Article 52(5) states that “ economic operators from other Member States may not be obliged to undergo such registration or certification in order to participate in a public contract.
R108,The contracting authorities shall recognise equivalent certificates from bodies established in other Member States.
R109,"They shall also accept other equivalent means of proof” [(EC 30.04.2004),p."
R110,Requirement The VCD SHOULD support that economic operators fr om foreign member states may not be treated harder than own member state’s economic operators.
R111,Description Article 52(5) states “ that contracting authorities shall recogni se equivalent certificates from bodies established in other Member States.
R112,Which role trusted third parties (TTP) must take in this respect (e.g. national service provider)?
R113,Description In case a MS decides to exchange validation values (e.g. certified “Yes/No” statements) instead of delivering an attestation physically (stage 4 specific ) it MUST ensure that th is provision is legally allowed.
R114,Several formal legal requirements have to be answered previously in order to define the scope of such European Service Provider Requirement The legal status and legitimacy of the European Service Provider MUST be defined.
R115,"Requirements The responsibility of the European Service Provider MUST be defined (e.g. definitions, rule-set)."
R116,The liability of the European Service Provider MUST be defined.
R117,"05-19, Version 1.0 – pending EC approval Requirements The legal regulation applicable for the European Service Provider MUST be defined."
R118,Requirements A suitable way to establish the relevant regulation for the European Service Provider MUST be defined.
R119,Several formal legal requirements have to be answered previously in order to define the scope of such a National Service Provider Requirement The legal status and legitimacy of the National Service Provider MUST be defined.
R120,"Requirements The responsibility and the related processes of the National Service Provider MUST be defined (e.g. mapping activity, compilation of VCD package)."
R121,The liability of the National Service Provider (depending on its legal status) MUST be defined.
R122,Requirements The legal regulation applicable for the National Service Provider MUST be defined.
R123,Requirement A suitable way to establish the relevant regulations for the National Service Provider MUST be defined (e.g. special legal regulations concerning VCD service provision).
R124,"Requirement Regulations concerning monetary aspects of the VCD service provision MUST be defined, therefore related legal regulations (e.g. competition protection act) MUST be considered."
R125,Requirement Special legal regulations for evidences MUST be cons idered (e.g. for extract from the register of conviction).
R126,Requirement Regulations for handling the non-existence of select ed evidence requested in a MS MUST be defined and made operational.
R127,Requirement Relevant regulations of national data protection acts MUST be analysed and considered.
R128,Additional requirements for cross-border data exchange MUST be analysed and considered.
R129,Requirement It MUST be clarified which prospects and limitations exists within a Member State to separate a VCD package from the tender itself.
R130,Requirement A trust model and trust system MUST be defined from a legal point of view for every process which includes the roles and responsibilities of the entities involved.
R131,"Requirement The regulations concerning the use of electronic do cuments, the exchange or download of electronic documents (e.g. mandatory usage of an e-signature) MUST be considered (especially regulations from national procurement act and directive 2004/18/EC)."
R132,Requirement A process for document handling compliant with the relevant legal regulations MUST be defined (especially with respect to the data protection acts).
R133,This chapter shall include technical requirements that are essential for submitting a VCD via the PEPPOL infrastructures.
R134,Time-stamping shall ensure that the submission of a VCD is adequately documented for example to verify that it has been sent or received previously to the closure of a call for tender.
R135,This shall ensure that unauthorized usage of an individuals’ identity is avoided.
R136,"We also see a potential need to access web services via the infrastructure that enable client-side code generation in SOAP frameworks for example for the retrieval of attestations on demand, connecting to tendering platforms or viewing the VCD on some platform at the national service provider."
R137,Requirement It MUST be clarified how the governance model of WP2 fits into the overall governance model of WP8.
R138,Requirement WP2 stakeholders MUST be authenticated to the VCD system and for the PEPPOL infrastructure.
R139,Requirement A method MUST be found how to allocate identifiers to the participants that use the infrastructure for transportation of VCDs and related services.
R140,Requirement Every party participating MUST be uniquely identifiable.
R141,Requirement In stage 4 it MUST be possible to discover the verified electronic address for an identified party.
R142,Therefore different access points to the PEPPOL infrastructure may be necessary in particular: • National connection points • Direct access points for SMEs • Web services and client-side code generation in SOAP frameworks Requirement It MUST be clarified which are the best access points for economic operators to use the infrastructure for transportation of a VCD package.
R143,Requirement It MUST be clarified whether the possibility exist to ha ve access to web clients via the infrastructure in order to have access to specific web services which depend upon functionalities provided by the infrastructure.
R144,Requirement It MUST be clarified whether tendering platforms enable a separated submission of a VCD and the bid itself.
R145,Requirement The PEPPOL infrastructure MUST have the capability to submit a VCD to a contracting authority or tendering platform.
