item,text
R95,The system shall provide 1 level of parameter categorization
R96,The system shall provide a list of all parameters for each category
R97,The system shall allow the user to select individual parameters as needed.
R98,The system shall provide a display of the categories a user currently has selected.
R99,The system shall provide a method to add new categories to the project.
R100,The system shall provide a method to remove categories from the project.
R101,The system shall display the list of objects the user currently has.
R102,The system shall allow the user to view the details of a specific object.
R103,The system shall allow the user to modify an unlocked object.
R104,The system shall allow users to delete unlocked objects.
R105,The system shall allow users to delete locked objects under the following conditions:
R106,The user shall be able to choose to delete all objects referencing this object.
R107,"Cannot be updated, must delete/create new."
R108,The system shall allow the user to delete unlocked objects.
R109,The system shall allow the user to delete locked objects.
R110,All dependant objects/projects shall be invalidated
R111,The system shall change the project to an unlocked state.
R112,The system shall support the following types of events:
R113,The user shall specify the intensity value for the event TBD – Is there a specific range we can check for here?
R114,The user shall be able to create a new disturbance object
R115,The system shall list the user’s objects in the system
R116,The system shall list the object details
R117,The system shall allow users to edit unlocked objects
R118,The system shall allow users to edit locked objects
R119,The system shall invalidate dependent objects
R120,The system shall allow the user to define a simulation topology
R121,The user shall be able to create the following topology options
R122,The system shall allow the user to create new blank projects
R123,The system shall list all the user’s projects in the system
R124,The system shall display all the project details
R125,The system shall allow the user to change the project details for unlocked projects.
R126,The system shall allow the user to ability to invalidate a locked project.
R127,The system shall allow the user to delete unlocked projects.
R128,The system shall allow the user to delete locked projects.
R129,BiomeBGC model runs shall be monitored on a tile by tile basis.
R130,The system shall delete the output data project if created
R131,The system shall provide the portal admin a function to validate file references in the system correspond to actual files on the storage system.
R132,The system shall generate a listing of any missing files.
R133,The system shall list all the compute nodes
R134,The system shall display the compute node resource details
R135,The system shall allow the admin to manage compute resources
R136,The system shall allow the admin to change compute node settings
R137,The system shall allow the portal admin to control the following system settings
R138,The web portal shall be usable in the following web browsers
R139,The system shall require the users enable cookies to use the system.
R140,The system shall allow users the ability to store data on the NCAR Mass Storage System.
