item,text
R25,The user shall be prevented from entering direct mode if the GSM service is available. (M)
R26,"If the attempt to establish a Railway emergency call is not successful after 2 seconds, an indication shall be provided to the user of the status of the establishment request procedure. (M)"
R27,"All EIRENE mobile equipment shall comply with all environmental, EMC and physical specifications defined in the GSM standard, especially with reference to [GSM 05.90 and EN 301 515, Index [2] & [35]]. (M)"
R28,"All EIRENE mobile equipment shall conform to [EN 60950] (Safety of Information Technology Equipment), including Electrical Business Equipment, 1993, plus amendments A1 and A2. (M)"
R29,tests required to validate compliance with EIRENE specification.
R30,Stricter national standards shall not prevent the use of other EIRENE mobiles in that country. (M)
R31,"All design, manufacturing, testing and installation of EIRENE mobile radio equipment shall comply with the quality procedures defined in [ISO 9001]. (M) Climatic conditions"
R32,EIRENE mobile equipment shall be capable of operating over a standard range of temperatures from -20°C to +55°C. (M)
R33,EIRENE mobile equipment shall be capable of being stored (ie without being operational) at temperatures down to -40°C without any permanent damage. (M)
R34,The equipment shall be capable of coping with temperature variations of up to +/-
R35,"EIRENE mobile equipment shall be capable of operating between altitudes of -100m and 1800m, referenced to sea level. (M)"
R36,"The equipment shall be able to cope with relative humidities of 100% for short periods, although the yearly average is expected to be 75%."
R37,The equipment shall also cope with
R38,Operationally caused infrequent and slight moisture condensation shall not lead to any malfunction or failure. (M)
R39,All equipment shall not degrade photochemically when exposed to solar radiation of up to 1200 W/m2. (M)
R40,"In normal operation of a mobile radio unit, it shall be expected that a combination of the above environmental conditions will be experienced. (M) Mechanical conditions"
R41,All EIRENE mobile equipment shall be protected against shock and vibration in compliance with standards defined in [prEN 50125] using tests defined in [prEN 50155]. (M)
R42,All handheld mobile equipment shall be capable of withstanding the following shocks: (M)
R43,EIRENE mobile equipment shall be capable of being subjected to both sinusoidal and random vibration. (M)
R44,Handheld mobile equipment shall be capable of withstanding the following levels of continuous sinusoidal vibration: (M)
R45,The random vibrations to be withstood by mobile equipment shall be 0.25g in all three axes of freedom. (M) Electrical
R46,"For determining battery requirements, the transmit/receive duty cycles used shall be as shown in table 4-7 for each call type. (M)"
R47,Battery requirements shall be provided without the use of discontinuous reception or transmission (DTX/DRX). (M)
R48,Battery requirements shall be met based on full power during transmission and assuming hourly periodic location updating. (M) Electromagnetic Compatibility
R49,All EIRENE mobile equipment shall be immune to external EMC as defined in [ENV
R50,"The transmission of EM radiation from all EIRENE mobile equipment shall comply with the radio frequency transmission masks defined in [EN 301 515, Index [35]] for the range of GSM frequencies defined in section 1 of this document. (M)"
R51,"part 4], the GSM specification shall take precedence. (M)"
R52,"Mobile equipment shall comply with the generic standard for EMC in the industrial environment as defined in [ENV 50081 part 2], except for emissions at GSM frequencies as noted above. (M)"
R53,"The emission and immunity standards for the general railway environment and ancillary services as defined in [ENV 50121 parts 1, 2, 3-1, 3-2 and 5] shall be considered. (M)"
R54,The environmental and physical tolerance of the EIRENE mobile radio units shall be tested at a facility in accordance with [EN 45001]. (M)
R55,All EMC emission and immunity tests shall be performed in accordance with guidelines defined in the [EN 61000-4] series and in [EN 50140]. (M)
R56,Environmental testing procedures shall follow guidelines defined in [IEC 68 part 1]. (M)
R57,Specific environmental test procedures to be followed for EIRENE mobile equipment shall include the following tests as defined in the [IEC 68] series: (M) A Cold;
R58,"Upon an appropriate MMI action, the radio shall initiate a call to the appropriate controller with ‘Railway operation’ priority (see section 10.2). (M)"
R59,The calling driver’s functional number shall be passed to the network using UUS1. (M) Call other drivers in the area
R60,"On receipt of a ‘Call other drivers in area’ request, the radio shall initiate a group call using the ‘all trains’ group identification (see section 9) with eMLPP priority level 2 (see section 10.2). (M)"
R61,The calling driver’s functional number shall be passed to the network using UUS1. (M) Send Railway emergency call
R62,Activation of the ‘Railway emergency call’ function shall cause the radio to initiate a Railway emergency call as defined in section 13. (M)
R63,The calling driver’s functional number shall be passed to the network using UUS1. (M) Communicate with other drivers on same train
R64,"Where these vehicles are not connected by on-train wiring, it shall be possible for a permanent radio connection to be established between each of the active cabs. (I)"
R65,"Where there is more than one active cab, the radio connection shall be provided using the GSM Multi-Party service. (M)"
R66,The multi-party call shall have ‘Railway operation’ priority (see section 10.2) and whilst on-going a ‘multi-drivers’ indication shall be displayed permanently at all Cab radios. (M)
R67,"Upon activation of the function ‘Call train staff’, the radio shall determine the appropriate functional number based on the staff member selected and the train number (see section 9)."
R68,"The Cab radio shall be capable of being used as a standard GSM telephone, such that the driver is able to call any valid number subject to closed user group, call barring or other restrictions. (M) Receive short (SMS) text messages"
R69,"The Cab radio shall be able to receive, display and store incoming short (SMS) text messages (see section 12). (M) Enter/leave shunting mode"
R70,The Cab radio shall support shunting mode communications as defined in section 14. (M) Enter/leave direct mode
R71,"When switched on, the radio shall initiate automatic self-testing using the GSM IMSI attach procedure (including the automatic selection of the default loudspeaker volume – see table 5-1). (M)"
R72,"Upon switch on, the Cab radio shall be registered with a mobile network (see section"
R73,If registration is not successful an audible and visual indication shall be provided. (M)
R74,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it is associated."
R75,This shall require the home network database to maintain this correlation. (M) Adjust loudspeaker volume
R76,"Upon activation of the registration function, a USSD message (see section 11) shall be sent by the Cab radio. (M)"
R77,"Upon activation of the deregistration function, a USSD message (see section 11) shall be sent by the Cab radio. (M)"
R78,This procedure shall take place at the installation of the Cab radio.
R79,It shall be initiated by an external device or by a member of a maintenance team. (M)
R80,On-train functions for equipment physically connected to the Cab radio shall be registered or deregistered automatically based on a USSD message (see section 11) sent by the Cab radio. (M)
R81,The sequence of actions required for a mobile originated call to another user shall be as follows: (M)
R82,The sequence of actions for a mobile terminated call to a driver shall be as follows: (M)
R83,The Cab radio system shall provide a means for the driver to terminate established calls which he is authorised to terminate. (M) Initiating a call
R84,It shall be possible to initiate outgoing voice calls in one of four ways depending on the intended recipient(s) of the call: (M)
R85,Emergency access shall be provided to initiate the following call: (M)
R86,Priority access shall be provided to initiate the following: (M)
R87,"On activation of the “ call other drivers on the same train” function, the MMI shall provide additional guidance to the user in the establishment and management of a Multi-Party call. (M)"
R88,The driver shall be able to initiate a call by selecting a name/number from stored number information in the radio. (M)
R89,Facilities shall be provided to support a list of stored names/numbers of up to a minimum of 100 entries. (M)
R90,Stored number access shall be provided to initiate the following calls: (M)
R91,"Unless otherwise indicated at time of entry, calls from the stored numbers list shall be initiated as voice calls. (M)"
R92,It shall be possible to store a priority in association with a stored number. (M) Dial access
R93,The driver shall be able to initiate a call by dialling any valid telephone number or functional number. (M)
R94,Dial access shall be provided to initiate the following calls: (M)
R95,Abbreviated dialling facilities shall be supported. (M)
R96,Dialled calls from the MMI shall be point-to-point voice calls unless otherwise entered from the MMI at the time of initiation. (M)
R97,"By default, dialled calls shall have a priority of railway information calls (eMLPP priority designation 4). (M) Receiving a call"
R98,It shall be possible to receive and manage the following incoming calls: (M)
R99,The Cab radio shall arbitrate between calls when:
R100,The Cab radio shall apply the arbitration rules outlined in Table 5A-1 in Appendix 5A. (M) Conversation
R101,Once a call has been established the connected parties shall be able to communicate. (M)
R102,Replacing the handset shall result in the outcomes listed in Tables 5A-2 and 5A-3. (M) Call termination
R103,Calls shall be able to be terminated by either party subject to the requirements shown in tables 5A-2 and 5A-3. (M)
R104,Incoming calls to the Cab radio shall be routed to the correct on-train user or device using information contained in the sub-addressing field. (M)
R105,"i Using the GSM “ Manual” network selection procedure, the Cab radio application shall allow the driver to access a prioritised list of authorised networks (to be displayed as stated in section 10.5) and shall allow the driver to select a desired network from this list."
R106,This function shall not be available if there is an ongoing voice call involving the Cab radio. (M) Directed network selection
R107,"If directed network selection is implemented, the directed network selection procedure shall be initiated by an external trigger mechanism, which instructs the Cab radio application to select the required network unless a voice call is ongoing. (M)"
R108,"If directed network selection is implemented, the Cab radio application shall use the GSM “ Manual” network selection procedure (through the AT interface [EN 301 515, Index [19]]) to instruct the MT to register with the required network. (M) Automatic network selection"
R109,"ii If automatic network selection is implemented, the driver shall be capable of deactivating and/or re-activating this function using simple MMI actions. (M)"
R110,"iii Whilst automatic network selection is enabled, the MMI shall display an indication. (M) Service availability"
R111,"In idle mode, if the GSM Service Indicator (see [EN 301 515, Index [26]]) is lost, the mobile shall give an audible and visual indication. (M)"
R112,"Train-mounted equipment including the Cab radio terminal equipment, MMI and antenna shall comply with all specifications in section 4 and all of those defined in this section, with those defined in this section taking priority. (M)"
R113,The Cab radio shall be capable of operating within a temperature range of -20°C to
R114,The aerial and any other equipment mounted external to the train shall be capable of withstanding extremes of temperature from -40°C to +70°C. (M)
R115,The aerial and any other equipment mounted external to the train shall function correctly during rapid temperature fluctuations of up to 3°C/second. (M)
R116,Any equipment mounted external to the train cab shall withstand the following additional physical conditions: (M)
R117,The “ Subscriber Identity Module” (SIM card) shall be physically integrated with the radio set and shall not be able to be removed except by maintenance staff. (M)
R118,Any equipment mounted inside the train cab shall be capable of withstanding the following maximum levels of sinusoidal vibration: (M)
R119,Any equipment mounted external to the train cab shall withstand the following maximum levels of sinusoidal vibration: (M)
R120,The Cab radio shall comply with draft European standard [prEN 50124 part 1] concerning insulation co-ordination with reference to clearances and creepages. (M)
R121,The Cab radio equipment shall be capable of withstanding the following changes to the main and backup power supplies without interrupting normal operation: (M)
R122,The Cab radio shall withstand the effects of power supply transients as defined in [prEN 50155]. (M)
R123,The driver and other in-cab equipment shall be protected against all electrical hazards arising from EIRENE mobile equipment as defined in [EN 50153]. (M) Electromagnetic Compatibility
R124,"EMC emission from the Cab radio shall comply with [ENV 50121 parts 1, 2, 3-2 and 4]. (M)"
R125,"Emissions from the train mounted antenna associated with the Cab radio shall be limited to those specified by [EN 301 515, Index [35]]. (M)"
R126,"Any emissions radiating into the driver’s cab and other on-board equipment from the exterior aerial shall meet the requirements defined in [ENV 50121 parts 1, 2, 3-1, 3-2 and 4] to the highest possible degree. (M) Testing procedures"
R127,"The Cab radio shall pass electrical tests as defined in [IEC 571 parts 1, 2 and 3]. (M)"
R128,Some Cab radios will be required to provide communications for ERTMS/ETCS. (I)
R129,"If ERTMS/ETCS communications are required, an interface as defined in the FFFIS for EURORADIO [MORANE EURO FFFIS] shall be implemented. (M)"
R130,"In the case of emergency calls, the information of the action shall be reported by the confirmation message."
R131,A standard data interface shall be provided to allow a computer to be connected to the radio. (M)
R132,Automatic self-testing of the radio shall use the GSM IMSI attach procedure. (M)
R133,"Upon switch on, once the radio is connected to a mobile network, it shall be able to receive all calls made using the MSISDN or appropriate group call number. (M)"
R134,"It shall be possible to register and deregister a functional number by the user entering his functional number, which is transmitted to the ground along with the subscriber’s IMSI, using USSD (see section 11). (M)"
R135,Changing the battery shall not result in the loss of data stored in the radio. (M)
R136,"The Operational radio shall operate as a standard GSM terminal, supplying mobile services as defined in section 4. (M)"
R137,"It shall be possible to register and deregister a functional number by the user entering his functional number, which is transmitted to the ground along with the subscriber’s IMSI, using USSD (see section 11). (M) Call controller"
R138,"Upon receipt of the call establishment request, the radio shall retrieve the stored number for the appropriate controller from the SIM or other storage location. (M)"
R139,"Once an appropriate number has been obtained, the radio shall initiate a call to this number with ‘Railway operation’ priority (see section 10.2)."
R140,Any functional number associated with the user shall be passed to the network using UUS1 (see section 11.5). (M) Send/receive Railway emergency call
R141,"The calling user’s functional number, if there is one, shall be passed to the network using UUS1. (M) Enter/leave direct mode"
R142,The Operational radio shall comply with the basic standards defined for all EIRENE mobile equipment in section 4.
R143,The Operational radio shall cope with rapid temperature fluctuations of up to
R144,The Operational radio shall be capable of withstanding exposure to extreme environmental conditions [IEC 721 part 1]. (M) Physical conditions
R145,The Operational radio shall conform to IP 54 [IEC 529/EN 60529] as a minimum. (M)
R146,SIM cards shall be fixed into the radio such that they can only be removed by the use of a tool. (M) Mechanical conditions
R147,The Operational radio shall be capable of withstanding the following shocks: (M)
R148,The Operational radio user shall be protected against all electrical hazards arising from the mobile equipment as defined in [EN 50153]. (M)
R149,"Operational radios shall be equipped with rechargeable batteries capable of providing a minimum of eight hours operation over the temperature range -10°C to +55°C from a single charge, based on the following cycle (see section 4.5.21): (M)"
R150,The Operational radio shall be suitable for use with a car adapter kit. (M) Electromagnetic compatibility
R151,"To terminate a VGCS/VBS call by DTMF signalling, the 3-digit sequence “ ***” shall be used. (M)"
R152,"Muting and unmuting shall be in line with [EN 301 515, Index [4]]. (M)"
R153,"Any group call controller who wishes to stop talking shall indicate his wish, for example by releasing the PTT button, whereupon the 3-digit DTMF sequence “ #**” shall be transferred. (M)"
R154,"The duration of each tone (see 8.3.2 and 8.3.4) added in the voice channel, shall be 70ms ± 5ms, and there shall be a minimum gap of 65ms between each tone. (M)"
R155,International standardisation of the numbering plan is required to ensure interworking between networks.
R156,Equipment design must therefore be such as to give maximum flexibility in numbering arrangements.
R157,"Within each GSM-R network, each Train Number shall be unique for the period of the journey. (M)"
R158,Every On-Train Function shall be identified by a standard code and shall conform to the list of functions given in Appendix 9A of this section. (M)
R159,"All Train Function Numbers and their associated MSISDN numbers shall be stored in the same routing database, which is the database of the GSM-R network in which the train is currently operating. (M) Use of Engine Number"
R160,Every On-Engine Function shall be identified by a standard code and shall conform to the list of functions given in Appendix 9A of this section. (M)
R161,The Engine Function Number(s) and associated MSISDN numbers shall at any time be stored as an entry in the routing database of the home GSM-R network6 of the engine. (M) Use of Coach Number
R162,"The Coach Function Number(s) and associated MSISDN number(s) shall at any time be stored as an entry in the routing database of the home GSM-R network of the coach. (M) Use of Shunting Team, Maintenance Team or Train Controller Number"
R163,Every Function shall be identified by a standard code and shall conform to the list of functions given in Appendix 9A of this section. (M)
R164,"The functional numbers of the Shunting Team Members, Maintenance Team Members and Train Controller (and any associated MSISDN numbers) shall be stored as entries in the routing database of the home GSM-R network. (M) Use of MSISDN number"
R165,"Implementation of the EIRENE numbering plan shall not prohibit any authorised caller from using the MSISDN number where known, thus enabling mobiles to be assigned to particular personnel where this is appropriate. (M) Use of group call Service Areas"
R166,Service areas shall be defined within each railway network. (M)
R167,"The numbering of Service Areas for group calls and broadcast calls shall be made in accordance with GSM Technical Specifications [EN 301 515, Index [21] & [4]] and [EN 301 515, Index [22] & [5]] respectively. (M)"
R168,The EIRENE numbering plan shall be standardised to allow interoperability and shall be implemented as a private numbering plan within the GSM-R network. (M) Use of alphanumerical numbers
R169,"Within the GSM-R network, the user shall be able to dial the following types of numbers: (M)"
R170,"In addition, Breakout Codes (BCs) shall be used to allow users within the GSM-R network to access external numbers. (M)"
R171,Access from the GSM-R network to external networks shall be as detailed in section
R172,"Every railway network shall consider a number as a National EIRENE Number (NEN) unless the number is preceded by an International Code, identifying another GSM-R network. (M) Structure of National EIRENE Number"
R173,"The National EIRENE Number shall consist of three distinct parts, as shown in figure"
R174,User Identifier Number: The User Identifier Number (UIN) shall be one of the following numbers (as identified by the CT): (M)
R175,This number shall be unique for the duration of the journey.
R176,"In order to call a particular locomotive, it shall be possible to call a number associated with the tractive unit's stock number."
R177,"The actual number of the unit, which shall be used as the EN, is based on the complete identification number."
R178,In order to call a particular coach it shall be possible to call a number associated with the vehicle marking.
R179,"The actual number of the coach is denoted by seven digits (positions 5 to 11 of the complete vehicle marking), which shall be used as the CN7."
R180,The contents of the fields of a National EIRENE Number shall be as defined below: (M)
R181,It shall consist of one or two digits as defined in table 9-1.
R182,Train Function Numbers (TFN) shall take one of the forms as defined in table 9-2.
R183,Leading zeros shall be used in those situations where the train number is less than five digits.
R184,Engine Function Numbers (EFN) shall take the format as defined in table
R185,Coach Function Numbers (CFN) shall take the format as defined in table 9-4.
R186,"The UIN field format for calls to shunting teams and maintenance teams shall consist of a Location Number (LN), which identifies the location where the called party is registered, followed by a Function Code (FC)."
R187,The Location Number shall consist of 5 digits and shall be assigned on a national basis.
R188,The Function Code shall consist of 4 digits.
R189,Table 9-5: UIN – Team Type field format The composition of the Function Code field for calls to shunting teams and maintenance teams shall be as defined in table 9-6.
R190,The UIN field for calls to train controllers shall be a Location Number (LN) which identifies the location where the called party is registered.
R191,The FC field for calls to train controllers shall consist of two digits and be as defined in table 9-7.
R192,The UN of the MSN shall consist of the Subscriber Number.
R193,"The UIN field format for group calls shall be a Service Area (SA) indicator, which identifies the area in which the group call is to be active."
R194,Each Service Area shall be allocated on a national basis.
R195,"In network boundary areas, the Service Area shall be allocated on a bilateral basis. (See also subsection 9.9.) The FC field format for group calls shall consist of three digits and be as defined in table 9-8."
R196,GSM-R networks shall recognise International EIRENE Numbers starting with the IC of the GSM-R network in which the calling party is currently operating as National EIRENE Numbers. (M) Structure of International EIRENE Number
R197,"The International EIRENE Number shall consist of three distinct parts, as shown in figure 9-2: (M)"
R198,"International Code (IC), which shall be used to route calls to the appropriate GSM-R network;"
R199,The fields of an International Functional Number shall be defined as follows: (M)
R200,"International Code (IC) The International Code field shall consist of three digits and shall be based on the [ITU-T E.164] country code (XCC or CCC), allocated by the UIC on a network- by-network basis."
R201,National EIRENE Number (NEN) The format of the National EIRENE Number field shall be as defined in subsection 9.5.
R202,At least one MSISDN number shall be allocated to each mobile station. (M)
R203,The structure of the MSISDN numbers shall comply with GSM Technical Specification [GSM 03.03]. (M)
R204,the MSISDN Subscriber Number shall be equal to the National EIRENE Number for Call Type = 8;
R205,It shall be possible for authorised subscribers of fixed and mobile networks to call mobiles using the appropriate MSISDN number. (M)
R206,"For certain functions, standardised short codes shall be implemented for mobile originated calls. (M)"
R207,Each short dialling code shall consist of four digits. (M)
R208,Short dialling codes shall start with the first digit equal to 1 (ie CT=1). (M)
R209,These codes shall be as given in table 9-10. (M)
R210,Where no additional information is available the default value shall be 00.
R211,"In addition, the network shall support the special short codes as defined in table 9-11. (M)"
R212,Standardisation of UIC group addresses is required to provide interoperability between the fixed railway networks within the GSM-R network. (M)
R213,The Service Area shall be defined on a national basis. (M)
R214,"In network boundary areas, the Service Area shall be allocated on a bilateral basis. (M)"
R215,Function Codes shall be defined within the framework given in table 9-8 on an international basis. (M)
R216,Access to other GSM-R networks shall be possible by using a Breakout Code (BC) as part of the dialled number. (M)
R217,"v Access to private networks shall be performed by using a BC, defined in table 9-12c. (M)"
R218,"The GSM-R network shall allow users direct access to public networks, subject to call barring restrictions. (M)"
R219,"Where access to public networks is allowed, this shall be performed by using an Access Code (AC), defined in table 9-13, followed by the international or national number of the called subscriber as defined in [ITU-T 164]. (M)"
R220,"The Function Codes used in association with the Train Function Number (CT=2), Engine Function Number (CT=3) and Coach Function Number (CT=4) shall conform to table 9A-1. (M)"
R221,The Function Codes used in association with Maintenance Services Team Numbers (CT=6) shall conform to table 9A-2. (M)
R222,"Access classes should not be used under normal network operating conditions, where the GSM eMLPP may be used to provide a better grade of service to certain users. (O)"
R223,"For consistent working on public networks and in international roaming, the use of access classes in a railway network shall comply with the GSM specification. (M)"
R224,Any implementation of CUGs must take account of requirements for interoperability. (M)
R225,"i In order to shorten the duration of the network selection procedure, Mobile Stations designed for use in EIRENE networks shall give preference to the GSM frequency band allocated for railway use (see 3.5.2). (M)"
R226,Railway mobiles shall be provided with cell broadcast message identifiers in order to accept SMS-CB messages. (M)
R227,"i In case of encryption, standardised ciphering algorithms shall be used. (M)"
R228,Mobiles shall be capable of operation using algorithms for all countries in which they need to roam. (M)
R229,The numbering plan to be used with functional addressing shall be in accordance with the numbering plan given in section 9. (M)
R230,"Mobile access to the functional numbering scheme for registration, deregistration and re-registration shall apply the USSD messages and protocols over the air interface as specified in the GSM Follow-me service. (M)"
R231,"For communication over the (Um) air interface, the USSD messages and protocols as specified in the GSM Follow-me service shall be used to manage the following types of functional numbers: (M)"
R232,It shall be possible to limit user access to functional number registration and deregistration facilities based on each of the types of functional number identified in
R233,Mobile stations shall use the following sequences for the control of the functional number management: (M)
R234,The network operator shall implement the required functionality to validate the information exchanged between the mobile and network on registration and deregistration. (M)
R235,"i Functionality shall be provided by the system for the operator management of Functional Numbers, including the removal of the relationship between Functional Numbers and MSISDN Numbers. (M)"
R236,iii The system shall require manual confirmation prior to the removal of the relationship between Engine Number and MSISDN Number. (M) Registration
R237,The result of the registration procedure shall be sent back to the mobile.
R238,"In the event of a failure, an indication of the cause shall be provided."
R239,"Information on the outcome shall be provided to the mobile according to [EN 301 515, Index [17]] and [EN 301 515, Index [34]]. (M)"
R240,"i In the event of a registration procedure failing owing to the functional number already being registered to another mobile, the Cab radio shall be capable of providing the user with the ability to perform automatically the forced de-registration of the previously registered mobile and the registration of this functional number to the user’s mobile."
R241,This shall result in the following sequence of actions being performed by the user’s Cab radio (see 11.3.7 for details of message structure): (M)
R242,Deregistration shall only be performed by the subscription identified by the MSISDN number which is associated with the functional number. (M)
R243,The result of the deregistration procedure shall be sent back to the mobile.
R244,"Information on the outcome shall be provided to the mobile according to [EN 301 515, Index [17]] and [EN 301 515, Index [34]]. (M) Re-registration"
R245,Re-registration of on-train functional numbers based on the train number shall be performed every time a train leaves one EIRENE network and enters into another EIRENE network. (M)
R246,Deregistration of a functional number shall not be carried out until registration of the functional number has been carried out and confirmed as being successful. (M)
R247,The exchange of information between EIRENE networks is handled by the GMSCs and shall use the standardised protocol as detailed in section 11.6. (M)
R248,"In the event of losing correlation between functional numbers and MSISDNs, provision for recovery from such a situation shall be made. (M)"
R249,The called party functional identity shall be presented to the user initiating a call and the calling party functional identity shall be presented to the user receiving a call. (M)
R250,The calling party functional number shall be passed to the receiving mobile using the User to User Signalling supplementary service (UUS1) during call setup. (M)
R251,If the calling party functional number is not available or if the calling party is not registered then the CLI of the calling party shall be displayed on the receiving mobile's display. (M)
R252,"The user-to-user information element in the SETUP, ALERT or CONNECT messages, as defined in [EN 301 515, Index [16]], shall be used to transfer the functional number of the calling party to the called party. (M)"
R253,The user-to-user information element shall use the following format: (M)
R254,"If no valid functional number is available, a fixed length User-to-User Information Element shall be used with the following format: (M)"
R255,Interconnection of EIRENE networks is required to allow international call routing.
R256,The protocol used for routing of calls shall be Signalling System No 7 (SS7) as defined by the ITU-T.
R257,The signalling system suite shall include the Mobile Application Part (MAP). (M).
R258,Call setup between EIRENE networks using international functional numbers shall be based on the combination of the Breakout-Code (BC) and International Code (IC) as specified in section 9. (M).
R259,"As a minimum, call routing using location dependent addressing shall be based on the use of short codes in conjunction with cell dependent routing. (M)"
R260,"If a more accurate way of location determination is used, then position information shall be provided to the radio system which shall be used to associate the short code with the correct called party subscriber number. (M)"
R261,"If implemented, the use of location information from train-based systems external to the radio system shall comply with the requirements stated in the enhanced Location Dependent Addressing FRS and IRS [eLDA FRS and eLDA IRS]. (M)"
R262,Facilities shall be provided to prevent unauthorised calls to mobiles either by functional number or MSISDN number from outside the EIRENE network. (M)
R263,"Where text messaging is implemented in the network, the Short Message Service (SMS) shall be used. (M)"
R264,"All Railway emergency calls shall be implemented using GSM VGCS (Specifications [EN 301 515, Index [21] & [4]]). (M)"
R265,It shall be possible to configure Railway emergency group call areas to contain combinations of cells controlled by one or more MSC(s) within one or more network(s). (M)
R266,A Railway emergency call shall be initiated by using the appropriate function code for the required type of Railway emergency call (see Table 9-8). (M)
R267,"The composition of each group is a matter for national implementation, although all areas shall have a group defined for all mandated Group IDs. (M)"
R268,Each mobile shall store a list of emergency Group IDs in the SIM appropriate to its function (the Cab radio will store Group ID 299 and 599 - see table 9-8). (M)
R269,All Railway emergency group IDs required for interoperability and appropriate to the operation of the mobile shall maintain active status whilst the mobile is powered up. (M)
R270,"If the requirement in 13.4.4 is implemented, as a minimum the location information shall be provided by the GSM network (eg current cell or base station serving the mobile). (M)"
R271,", Index [6], Release 4] are supported by the network, the network shall set the MSC Release bit in the “ Control Channel Description” information element to “ 1” ."
R272,"Otherwise, the MSC Release bit in the “ Control Channel Description” information element shall be set to “ 0” (zero) [EN 301 515, Index [41]]. (M)"
R273,"The application must be able to deduce that a confirmation is necessary from the call priority, as all calls of ‘Railway emergency’ priority must be confirmed. (M)"
R274,Confirmation of Railway emergency calls shall be implemented using the User to User Signalling supplementary service (UUS1). (M)
R275,"After clear down of the Railway Emergency call, the mobile application shall start the confirmation process by automatically originating a call."
R276,In order to avoid network congestion the call set up shall be delayed by a random offset. (M)
R277,Railway Emergency call confirmation messages shall be of eMLPP priority 4 - “ Railway information and all other calls” (see section 10.2). (M)
R278,The user information contained in the confirmation message shall be: (M)
R279,"Confirmation messages shall be sent to a confirmation centre using a defined short code (see table 9-10), which shall be associated with the GSM network. (M)"
R280,"In the case of Cab radio, details of the confirmation shall be passed to the train borne recorder if a train borne recorder is connected to the Cab radio. (M)"
R281,", Index [16]], shall be used for the confirmation of high priority calls: (M)"
R282,The SETUP and RELEASE COMPLETE user-to-user information element shall be as specified in the [MORANE UUIE]. (M)
R283,i Confirmation centres shall be capable of decoding messages in either format A or B. (M)
R284,"On entering shunting mode, the operational radio shall determine if any shunting group ID is already activated on the SIM. (M)"
R285,"If a shunting group ID is activated, the operational radio shall proceed to re-establish the group call. (M)"
